ID,Screen,Country / company,Claim,Source (APA),Link,Retrieved,Verified by,Notes,Quote
SG-104,money matters,Singapore,"Singapore's Significant Investments Review Act 2024, in force from 28 March 2024, regulates local or foreign investment in entities critical to national security: buyers must notify the Minister after becoming a 5% controller and seek approval before becoming a 12%, 25% or 50% controller.","Allen & Gledhill. (2024, March 28). Significant Investments Review Act 2024 regulating significant investments in entities critical to Singapore's national security interests including ""calling-in"" powers in force from 28 March 2024. Allen & Gledhill.",https://www.allenandgledhill.com/publication/articles/27724/significant-investments-review-act-2024-regulating-significant-investments-in-entities-critical-to-singapore-s-national-security-interests-including-calling-in-powers-in-force-from-28-march-2024,2026-09-15,,,"They will have to seek approval before becoming a 12%, 25% or 50% controller."
VN-98,dangers economy,Vietnam,"Coface currently rates Vietnam B for country risk, down from A4, and A4 for business climate.","Coface. (n.d.). Vietnam: Country file, economic risk analysis. Coface.",https://www.coface.com/news-economy-and-insights/business-risk-dashboard/country-risk-files/vietnam-socialist-republic-of,2026-09-15,,,Assessment Country Risk B Help Business Climate A 4 Help Previously A4
VN-99,dangers economy,Vietnam,"Coface downgraded Vietnam's country risk from A4 to B in its June 2026 Risk Review, citing exposure to oil supply shocks as a net energy importer.","Coface. (2026, June 23). June 2026 Risk Review: Hydration break in the Persian Gulf. Coface.",https://www.coface.com/content/download/108127/file/202606%20-%20Risk%20Review%20June%202026%20-%20Hydration%20Break%20in%20the%20Persian%20Gulf%202.pdf,2026-09-15,,,Vietnam is highly exposed to oil supply shocks as a net energy importer
VN-100,money matters,Vietnam,"Vietnam's FDI inflows rose 0.9 percent to US$20,350 million in 2025, from US$20,170 million in 2024, per UNCTAD.","UN Trade and Development. (2026). World investment report 2026: International investment in a turbulent era. Country fact sheet: Viet Nam. UNCTAD.",https://unctad.org/system/files/non-official-document/wir_fs_vn_en.pdf,2026-09-15,,,FDI flows | Viet Nam | Inward | 2024: 20 170 | 2025: 20 350 | Growth rate 2024-2025: 0.9
CF-1,dangers economy,Both,"Coface grades country risk on an eight-step scale: A1 very low, A2 low, A3 satisfactory, A4 reasonable, B quite high, C high, D very high and E extreme.",Coface. (n.d.). Visualize country risk worldwide with the Coface map. Coface.,https://www.coface.com/news-economy-and-insights/business-risk-dashboard/country-risk-map,2026-09-15,,,A 1 Very low A 2 Low A 3 Satisfactory A 4 Reasonable B Quite high C High D Very high E Extreme
CF-2,dangers economy,Both,"In Coface's country risk scale, A3 means a less favourable macroeconomic and financial outlook in a political context that remains stable.",Coface. (2025). Coface country & sector risks handbook 2025. Coface.,https://business-information.coface.com/content/download/1137/file/Handbook%202025.pdf,2026-09-15,,,Less favourable macroeconomic and financial outlook. Political context remains stable.
CF-3,dangers economy,Both,"In Coface's country risk scale, B means an uncertain economic and financial outlook in a political context that could suffer strong tensions.",Coface. (2025). Coface country & sector risks handbook 2025. Coface.,https://business-information.coface.com/content/download/1137/file/Handbook%202025.pdf,2026-09-15,,,Uncertain economic and financial outlook. Political context could suffer strong tensions.
CF-4,dangers economy,Both,"A Coface A1 business climate means company reports are generally available and reliable, debt collection is effective, institutions are high quality and the domestic market is almost perfectly open.",Coface. (2025). Coface country & sector risks handbook 2025. Coface.,https://business-information.coface.com/content/download/1137/file/Handbook%202025.pdf,2026-09-15,,,Company reports are (generally) available and reliable. Effective debt collection. High quality institutions.
CF-5,dangers economy,Both,"A Coface A4 business climate means debt collection is not always effective, institutions have some inadequacies and access to the domestic market presents some constraints.",Coface. (2025). Coface country & sector risks handbook 2025. Coface.,https://business-information.coface.com/content/download/1137/file/Handbook%202025.pdf,2026-09-15,,,Debt collection is not always effective and institutions have some inadequacies. Access to domestic market presents some constraints.
WB-1,dangers economy,Both,The World Bank's 2023 Logistics Performance Index covers 139 countries and measures the ease of establishing reliable supply chain connections.,"World Bank. (2023, April 21). World Bank releases Logistics Performance Index 2023 [Press release]. World Bank.",https://www.worldbank.org/en/news/press-release/2023/04/21/world-bank-releases-logistics-performance-index-2023,2026-09-15,,,"covers 139 countries, measures the ease of establishing reliable supply chain connections"
WB-2,dangers economy,Both,"LPI scores come from logistics professionals, who rate countries on six core dimensions on a scale from 1 (worst) to 5 (best).",World Bank. (n.d.). Logistics performance index: Overall (1=low to 5=high). World Bank Open Data.,https://data.worldbank.org/indicator/LP.LPI.OVRL.XQ,2026-09-15,,,Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best).
US-3,dangers economy,Singapore,"US goods imports from Singapore totalled US$38.2 billion in 2025, per the Census Bureau.",U.S. Census Bureau. (2026). Trade in goods with Singapore. U.S. Census Bureau.,https://www.census.gov/foreign-trade/balance/c5590.html,2026-09-15,,,"TOTAL 2025 41,634.6 38,228.0 3,406.6"
US-4,dangers economy,Vietnam,"US goods imports from Vietnam totalled US$193.9 billion in 2025, with a US goods deficit of US$178.3 billion, per the Census Bureau.",U.S. Census Bureau. (2026). Trade in goods with Vietnam. U.S. Census Bureau.,https://www.census.gov/foreign-trade/balance/c5520.html,2026-09-15,,,"TOTAL 2025 15,603.3 193,879.3 -178,276.0"
US-5,dangers economy,Vietnam,"Illegal transshipment routes products through third countries to mask their original country of origin, for example Chinese goods relabelled ""Made in Vietnam"" to avoid US duties.","U.S. Customs and Border Protection. (2025, December 18). CTPAT alert - Illegal transshipping. U.S. Customs and Border Protection.",https://www.cbp.gov/sites/default/files/2025-12/ctpat_alert_-_illegal_transhipping__12_18_2025_508.pdf,2026-09-15,,,Exporters route products through third countries to mask the original country of origin
AS-1,dangers economy,Asia,"In July 2026 the Asian Development Bank cut its 2026 growth forecast for developing Asia and the Pacific to 4.9%, from 5.5% growth in 2025, amid the global energy crisis.","Asian Development Bank. (2026, July 8). ADB sees slower growth for Asia and the Pacific in 2026 amid global energy crisis. Asian Development Bank.",https://www.adb.org/news/adb-sees-slower-growth-asia-and-pacific-2026-amid-global-energy-crisis,2026-09-15,,,lowered its growth forecast for developing Asia and the Pacific economies to 4.9% for 2026 compared to 5.5% growth in 2025
AS-2,dangers economy,Asia,"The ADB forecasts developing Southeast Asia, a group that now excludes Singapore, to grow 4.6% in 2026.","Asian Development Bank. (2026, July). Asian Development Outlook (ADO) July 2026: A fragile outlook as energy market disruptions persist. Asian Development Bank.",https://www.adb.org/publications/asian-development-outlook-july-2026,2026-09-15,,,Developing Southeast Asia's growth forecast is downgraded slightly to 4.6% in 2026
AS-3,dangers economy,Vietnam,"The ADB says Vietnam remains the region's fastest-growing economy, forecasting 7.2% growth in 2026 and 7.0% in 2027; its developing Southeast Asia group now excludes Singapore.","Asian Development Bank. (2026, July). Economic forecasts: Asian Development Outlook July 2026. Asian Development Bank.",https://www.adb.org/outlook/editions/july-2026,2026-09-15,,,"Viet Nam remains the region’s fastest-growing economy, with growth forecasts maintained at 7.2% for 2026"
AS-4,dangers economy,Asia,"The World Bank expects East Asia and Pacific growth to slow to 4.2% in 2026 from 5.0% in 2025, on an energy shock and uncertainty.","World Bank. (2026, April 8). Energy shock and uncertainty slow growth in East Asia and Pacific [Press release]. World Bank.",https://www.worldbank.org/en/news/press-release/2026/04/08/energy-shock-and-uncertainty-slow-growth-in-east-asia-and-pacific,2026-09-15,,,Regional growth is projected to slow to 4.2% in 2026 from 5.0% in 2025
